구분,고급휘발유,보통휘발유,자동차용경유
2024년12월22일,1902.58,1659.43,1503.94
2024년12월23일,1905.93,1660.93,1505.93
2024년12월24일,1907.32,1662.50,1507.48
2024년12월25일,1907.82,1663.56,1508.73
2024년12월26일,1908.50,1664.74,1510.10
2024년12월27일,1909.80,1666.46,1511.86
2024년12월28일,1907.68,1667.32,1512.54
2024년12월29일,1908.40,1667.92,1513.19
2024년12월30일,1911.92,1669.37,1514.67
2024년12월31일,1913.47,1670.65,1516.02
